country_code,country_name,subject,scale,units,year_2020,year_2021
TGO,Togo,General government net lending/borrowing,Percent of GDP,,-4.091,-1.591
TGO,Togo,Current account balance,Percent of GDP,,-5.359,-4.548
TON,Tonga,"Gross domestic product, constant prices",Percent change,,-1.245,1.198
TON,Tonga,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,0.62,0.639
TON,Tonga,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-1.121,1.325
TON,Tonga,"Inflation, average consumer prices",Percent change,,2.014,1.183
TON,Tonga,"Inflation, end of period consumer prices",Percent change,,0.889,1.474
TON,Tonga,Unemployment rate,Percent of total labor force,,,
TON,Tonga,General government net lending/borrowing,Percent of GDP,,-2.362,-1.458
TON,Tonga,Current account balance,Percent of GDP,,-14.751,-15.691
TTO,Trinidad and Tobago,"Gross domestic product, constant prices",Percent change,,-4.54,2.602
TTO,Trinidad and Tobago,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,43.178,45.165
TTO,Trinidad and Tobago,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-5.059,2.044
TTO,Trinidad and Tobago,"Inflation, average consumer prices",Percent change,,-1.003,1.279
TTO,Trinidad and Tobago,"Inflation, end of period consumer prices",Percent change,,-1.003,1.279
TTO,Trinidad and Tobago,Unemployment rate,Percent of total labor force,,5.04,5.12
TTO,Trinidad and Tobago,General government net lending/borrowing,Percent of GDP,,-10.87,-7.644
TTO,Trinidad and Tobago,Current account balance,Percent of GDP,,-3.258,0.502
TUN,Tunisia,"Gross domestic product, constant prices",Percent change,,-4.276,4.087
TUN,Tunisia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,143.234,151.994
TUN,Tunisia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-5.241,3.087
TUN,Tunisia,"Inflation, average consumer prices",Percent change,,6.162,4.897
TUN,Tunisia,"Inflation, end of period consumer prices",Percent change,,5.951,4.801
TUN,Tunisia,Unemployment rate,Percent of total labor force,,,
TUN,Tunisia,General government net lending/borrowing,Percent of GDP,,-4.3,-2.5
TUN,Tunisia,Current account balance,Percent of GDP,,-7.496,-8.125
TUR,Turkey,"Gross domestic product, constant prices",Percent change,,-4.998,5.003
TUR,Turkey,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,2257.99,2417.19
TUR,Turkey,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-6.148,3.759
TUR,Turkey,"Inflation, average consumer prices",Percent change,,12,12
TUR,Turkey,"Inflation, end of period consumer prices",Percent change,,12,12
TUR,Turkey,Unemployment rate,Percent of total labor force,,17.2,15.567
TUR,Turkey,General government net lending/borrowing,Percent of GDP,,-7.476,-6.714
TUR,Turkey,Current account balance,Percent of GDP,,0.386,-0.182
TKM,Turkmenistan,"Gross domestic product, constant prices",Percent change,,1.845,6.376
TKM,Turkmenistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,124.884,135.437
TKM,Turkmenistan,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,0.348,5.328
TKM,Turkmenistan,"Inflation, average consumer prices",Percent change,,8,6
TKM,Turkmenistan,"Inflation, end of period consumer prices",Percent change,,8,6
TKM,Turkmenistan,Unemployment rate,Percent of total labor force,,,
TKM,Turkmenistan,General government net lending/borrowing,Percent of GDP,,-2.258,-0.485
TKM,Turkmenistan,Current account balance,Percent of GDP,,-1.443,-0.41
TUV,Tuvalu,"Gross domestic product, constant prices",Percent change,,-0.953,3.537
TUV,Tuvalu,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,0.049,0.052
TUV,Tuvalu,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-1.337,3.134
TUV,Tuvalu,"Inflation, average consumer prices",Percent change,,1.876,2.62
TUV,Tuvalu,"Inflation, end of period consumer prices",Percent change,,1.876,2.62
TUV,Tuvalu,Unemployment rate,Percent of total labor force,,,
TUV,Tuvalu,General government net lending/borrowing,Percent of GDP,,-25.464,-18.476
TUV,Tuvalu,Current account balance,Percent of GDP,,-11.234,-23.954
UGA,Uganda,"Gross domestic product, constant prices",Percent change,,3.52,4.254
UGA,Uganda,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,123.653,131.426
UGA,Uganda,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,0.007,1.214
UGA,Uganda,"Inflation, average consumer prices",Percent change,,3.937,4.848
UGA,Uganda,"Inflation, end of period consumer prices",Percent change,,3.936,4.35
UGA,Uganda,Unemployment rate,Percent of total labor force,,,
UGA,Uganda,General government net lending/borrowing,Percent of GDP,,-6.811,-6.598
UGA,Uganda,Current account balance,Percent of GDP,,-9.678,-8.063
UKR,Ukraine,"Gross domestic product, constant prices",Percent change,,-7.731,3.565
UKR,Ukraine,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,380.545,401.794
UKR,Ukraine,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-7.36,3.981
UKR,Ukraine,"Inflation, average consumer prices",Percent change,,4.521,7.181
UKR,Ukraine,"Inflation, end of period consumer prices",Percent change,,7.676,5.894
UKR,Ukraine,Unemployment rate,Percent of total labor force,,10.053,9.318
UKR,Ukraine,General government net lending/borrowing,Percent of GDP,,-8.207,-5.25
UKR,Ukraine,Current account balance,Percent of GDP,,-2.015,-2.364
ARE,United Arab Emirates,"Gross domestic product, constant prices",Percent change,,-3.492,3.273
ARE,United Arab Emirates,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,722.67,760.874
ARE,United Arab Emirates,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-6.353,0.21
ARE,United Arab Emirates,"Inflation, average consumer prices",Percent change,,-1,1.5
ARE,United Arab Emirates,"Inflation, end of period consumer prices",Percent change,,-1,1.5
ARE,United Arab Emirates,Unemployment rate,Percent of total labor force,,,
ARE,United Arab Emirates,General government net lending/borrowing,Percent of GDP,,-11.128,-7.095
ARE,United Arab Emirates,Current account balance,Percent of GDP,,1.52,4.093
GBR,United Kingdom,"Gross domestic product, constant prices",Percent change,,-6.502,4.035
GBR,United Kingdom,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,2975.56,3155.97
GBR,United Kingdom,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-7.041,3.484
GBR,United Kingdom,"Inflation, average consumer prices",Percent change,,1.186,1.545
GBR,United Kingdom,"Inflation, end of period consumer prices",Percent change,,1.018,1.945
GBR,United Kingdom,Unemployment rate,Percent of total labor force,,4.825,4.375
GBR,United Kingdom,General government net lending/borrowing,Percent of GDP,,-8.31,-5.473
GBR,United Kingdom,Current account balance,Percent of GDP,,-4.38,-4.48
USA,United States,"Gross domestic product, constant prices",Percent change,,-5.907,4.739
USA,United States,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,20289.99,21665.9
USA,United States,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-6.435,4.135
USA,United States,"Inflation, average consumer prices",Percent change,,0.62,2.238
USA,United States,"Inflation, end of period consumer prices",Percent change,,0.784,2.417
USA,United States,Unemployment rate,Percent of total labor force,,10.36,9.135
USA,United States,General government net lending/borrowing,Percent of GDP,,-15.448,-8.643
USA,United States,Current account balance,Percent of GDP,,-2.634,-2.758
URY,Uruguay,"Gross domestic product, constant prices",Percent change,,-3,5
URY,Uruguay,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,80.817,86.512
URY,Uruguay,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-3.34,4.641
URY,Uruguay,"Inflation, average consumer prices",Percent change,,8.794,7.87
URY,Uruguay,"Inflation, end of period consumer prices",Percent change,,8,7.5
URY,Uruguay,Unemployment rate,Percent of total labor force,,10.546,8.098
URY,Uruguay,General government net lending/borrowing,Percent of GDP,,-4.699,-3.807
URY,Uruguay,Current account balance,Percent of GDP,,-2.491,-3.099
UZB,Uzbekistan,"Gross domestic product, constant prices",Percent change,,1.8,7
UZB,Uzbekistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,310.738,338.973
UZB,Uzbekistan,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-0.152,5.211
UZB,Uzbekistan,"Inflation, average consumer prices",Percent change,,12.61,10.61
UZB,Uzbekistan,"Inflation, end of period consumer prices",Percent change,,11.214,9.125
UZB,Uzbekistan,Unemployment rate,Percent of total labor force,,,
UZB,Uzbekistan,General government net lending/borrowing,Percent of GDP,,-3.305,-1.327
UZB,Uzbekistan,Current account balance,Percent of GDP,,-9.429,-6.354
VUT,Vanuatu,"Gross domestic product, constant prices",Percent change,,-3.269,4.855
VUT,Vanuatu,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,0.829,0.886
VUT,Vanuatu,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-5.444,2.497
VUT,Vanuatu,"Inflation, average consumer prices",Percent change,,1.818,1.773
VUT,Vanuatu,"Inflation, end of period consumer prices",Percent change,,1.568,1.977
VUT,Vanuatu,Unemployment rate,Percent of total labor force,,,
VUT,Vanuatu,General government net lending/borrowing,Percent of GDP,,-13.666,-4.841
VUT,Vanuatu,Current account balance,Percent of GDP,,-10.928,-5.595
VEN,Venezuela,"Gross domestic product, constant prices",Percent change,,-15,-5
VEN,Venezuela,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,
VEN,Venezuela,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,,
VEN,Venezuela,"Inflation, average consumer prices",Percent change,,15000,15000
VEN,Venezuela,"Inflation, end of period consumer prices",Percent change,,15000,15000
VEN,Venezuela,Unemployment rate,Percent of total labor force,,,
VEN,Venezuela,General government net lending/borrowing,Percent of GDP,,,
VEN,Venezuela,Current account balance,Percent of GDP,,2.41,3.41
VNM,Vietnam,"Gross domestic product, constant prices",Percent change,,2.7,7
VNM,Vietnam,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1035.05,1129.1
VNM,Vietnam,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,1.728,6.004
VNM,Vietnam,"Inflation, average consumer prices",Percent change,,3.2,3.9
VNM,Vietnam,"Inflation, end of period consumer prices",Percent change,,2,4.3
VNM,Vietnam,Unemployment rate,Percent of total labor force,,,
VNM,Vietnam,General government net lending/borrowing,Percent of GDP,,-5.154,-4.084
VNM,Vietnam,Current account balance,Percent of GDP,,0.727,1.044
YEM,Yemen,"Gross domestic product, constant prices",Percent change,,-3,6.101
YEM,Yemen,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,70.414,76.167
YEM,Yemen,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-5.458,3.513
YEM,Yemen,"Inflation, average consumer prices",Percent change,,26.7,5
YEM,Yemen,"Inflation, end of period consumer prices",Percent change,,46,5
YEM,Yemen,Unemployment rate,Percent of total labor force,,,
YEM,Yemen,General government net lending/borrowing,Percent of GDP,,-7.974,-8.082
YEM,Yemen,Current account balance,Percent of GDP,,-2.806,-5.983
ZMB,Zambia,"Gross domestic product, constant prices",Percent change,,-3.507,2.349
ZMB,Zambia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,73.662,76.862
ZMB,Zambia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-6.374,-0.67
ZMB,Zambia,"Inflation, average consumer prices",Percent change,,13.4,12.05
ZMB,Zambia,"Inflation, end of period consumer prices",Percent change,,12.7,11.4
ZMB,Zambia,Unemployment rate,Percent of total labor force,,,
ZMB,Zambia,General government net lending/borrowing,Percent of GDP,,-5.713,-6.903
ZMB,Zambia,Current account balance,Percent of GDP,,-1.997,-2.592
ZWE,Zimbabwe,"Gross domestic product, constant prices",Percent change,,-7.383,2.516
ZWE,Zimbabwe,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,37.039,38.711
ZWE,Zimbabwe,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,-9.113,0.511
ZWE,Zimbabwe,"Inflation, average consumer prices",Percent change,,319.036,3.7
ZWE,Zimbabwe,"Inflation, end of period consumer prices",Percent change,,154.297,3
ZWE,Zimbabwe,Unemployment rate,Percent of total labor force,,,
ZWE,Zimbabwe,General government net lending/borrowing,Percent of GDP,,-4.931,-1.518
ZWE,Zimbabwe,Current account balance,Percent of GDP,,-1.914,-1.894
